Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
83,"D Spinellis","Don't install software by hand",2012,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6265084/","https://scholar.google.com/scholar?cites=2028552578333464091&as_sdt=2005&sciodt=0,5&hl=en",126,"2021-05-11 13:43:02","","","","",,,,,83,9.22,83,1,9,"… working IT system. For this, we need to cooperate closely with the team handling IT operations in order to coordinate and integrate software de- velopment, technology operations, and quality assurance. When the development …"
79,"KJ Stol, MA Babar, P Avgeriou, B Fitzgerald","A comparative study of challenges in integrating open source software and inner source software",2011,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S095058491100142X","https://scholar.google.com/scholar?cites=3514898603124612525&as_sdt=2005&sciodt=0,5&hl=en",127,"2021-05-11 13:43:02","","","","",,,,,79,7.90,20,4,10,"Context Several large software-developing organizations have adopted Open Source Software development (OSSD) practices to develop in-house components that are subsequently integrated into products. This phenomenon is also known as “Inner Source” …"
86,"A Mittal, K Parkash, H Mittal","Software cost estimation using fuzzy logic",2010,"ACM SIGSOFT Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1668862.1668866","https://scholar.google.com/scholar?cites=3381011682127430369&as_sdt=2005&sciodt=0,5&hl=en",128,"2021-05-11 13:43:02","","","","",,,,,86,7.82,29,3,11,"… rep. [13] S. Devnani-Chulani, “Modelling software defect introduction,” tech. rep. [14] G. Witting and G. Finnie, “Estimating software development effort with connectionist models,” in Proceedings of the Information and Software Technology Conference, pp. 469–476, 1997 …"
32,"P Fernandes, A Sales, AR Santos, T Webber","Performance evaluation of software development teams: a practical case study",2011,"Electronic Notes in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1571066111000971","https://scholar.google.com/scholar?cites=5394659965077289364&as_sdt=2005&sciodt=0,5&hl=en",129,"2021-05-11 13:43:02","","","","",,,,,32,3.20,8,4,10,"… doi:10.1016/j.entcs.2011.09.006 Open access under CC BY-NC-ND license. Page 2. their markets spreading operations in several countries demands an organizational improvement including the Information Technology area and software development projects …"
44,"W Khreich, B Khosravifar, A Hamou-Lhadj…","An anomaly detection system based on variable N-gram features and one-class SVM",2017,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917304548","https://scholar.google.com/scholar?cites=1265931890031261506&as_sdt=2005&sciodt=0,5&hl=en",130,"2021-05-11 13:43:02","","","","",,,,,44,11.00,11,4,4,"Context: Run-time detection of system anomalies at the host level remains a challenging task. Existing techniques suffer from high rates of false alarms, hindering large-scale deployment of anomaly detection techniques in commercial settings. Objective: To reduce …"
81,"I Gorton, J Klein","Distribution, data, deployment: Software architecture convergence in big data systems",2014,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6774768/","https://scholar.google.com/scholar?cites=17430768503074963614&as_sdt=2005&sciodt=0,5&hl=en",131,"2021-05-11 13:43:02","","","","",,,,,81,11.57,41,2,7,"… Introduction The exponential growth of data in the last decade has fueled a new specialization for software technology, namely that of data-intensive, or big data, software systems [7]. Internet-born organizations such as Google and Amazon are at the cutting edge of this …"
34,"P Pandey","Analysis of the techniques for software cost estimation",2013,"2013 Third International Conference on Advanced …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6524267/","https://scholar.google.com/scholar?cites=1512527035944702101&as_sdt=2005&sciodt=0,5&hl=en",132,"2021-05-11 13:43:02","","","","",,,,,34,4.25,34,1,8,"… [4] CJ Burgess and M. Lefley. ""Can Genetic Programming Improve Software Effort Estimation?"" Information and Software Technology, vol. 43, 2001, pp … ""Estimating Software Development Effort with Connectionist Models."" Information and Software Technology, vol. 39, 1997, pp …"
50,"M Harman","Why the virtual nature of software makes it ideal for search based optimization",2010,"… Conference on Fundamental Approaches to Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-12029-9_1","https://scholar.google.com/scholar?cites=8065860327880857485&as_sdt=2005&sciodt=0,5&hl=en",133,"2021-05-11 13:43:02","","","","",,,,,50,4.55,50,1,11,"… There have been SBSE special issues in the journals Information and Software Technology (IST), Software Maintenance and Evolution (JSME) and Computers and Operations Research (COR) with forthcoming special issues in Empirical Software Engineer- ing (EMSE …"
43,"JT Shim, TS Sheu, HG Chen, JJ Jiang…","Coproduction in successful software development projects",2010,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584910000844","https://scholar.google.com/scholar?cites=1759025669401558038&as_sdt=2005&sciodt=0,5&hl=en",134,"2021-05-11 13:43:02","","","","",,,,,43,3.91,9,5,11,"Context Coproduction of new products has been deemed successful in organizational partnerships by adding to the quality and scope of the product. Techniques that involve users during the development of software tend to mimic this environment, but differ in the …"
71,"D Vavpotic, M Bajec","An approach for concurrent evaluation of technical and social aspects of software development methodologies",2009,"Information and software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584908000931","https://scholar.google.com/scholar?cites=12551437986954097107&as_sdt=2005&sciodt=0,5&hl=en",135,"2021-05-11 13:43:02","","","","",,,,,71,5.92,36,2,12,"The paper presents an approach for evaluation of software development methodologies (SDM) that considers the aspects of a SDM's social adoption and technical efficiency. It builds on existing evaluation models used in the field of SDM. Case study approach was …"
68,"R Colomo-Palacios, C Casado-Lumbreras…","Using the affect grid to measure emotions in software requirements engineering",2011,"","jucs.org","http://jucs.org/jucs_17_9/using_the_affect_grid/jucs_17_09_1281_1298_colomo.pdf","https://scholar.google.com/scholar?cites=2987110417518862423&as_sdt=2005&sciodt=0,5&hl=en",136,"2021-05-11 13:43:02","","","","",,,,,68,6.80,23,3,10,"Computer systems are designed and used by humans. And human being is characterized, among other things, by emotions. Giving this fact, the process of designing and developing computer systems is, like any other facet in our lives, driven by emotions. Requirements …"
66,"O Barbosa, RP dos Santos, C Alves, C Werner…","A systematic mapping study on software ecosystems from a three-dimensional perspective",2013,"Software …","elgaronline.com","https://www.elgaronline.com/downloadpdf/edcoll/9781781955628/9781781955628.00011.pdf","https://scholar.google.com/scholar?cites=824479837670740371&as_sdt=2005&sciodt=0,5&hl=en",137,"2021-05-11 13:43:02","","","","",,,,,66,8.25,13,5,8,"… Also, the opening process is the target issue of the organization and involves sharing knowl- edge, research, market and technology with its partners. On the second tier, SECO scope level, the objects of study are the software supply networks (SSNs) as well as their rela …"
107,"G Mangalaraj, RK Mahapatra…","Acceptance of software process innovations–the case of extreme programming",2009,"European Journal of …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1057/ejis.2009.23","https://scholar.google.com/scholar?cites=13157411056637408924&as_sdt=2005&sciodt=0,5&hl=en",138,"2021-05-11 13:43:02","","","","",,,,,107,8.92,36,3,12,"… context for studying the adoption of Computer Aided Software Engineering (CASE) tools. Mustonen-Ollila & Lyytinen (2003) used innovation, task, individual, environmental, and organizational factors in their longitudinal study on IS process innovations. Task-technology fit …"
75,"FG de Freitas, JT de Souza","Ten years of search based software engineering: A bibliometric analysis",2011,"… Symposium on Search Based Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-23716-4_5","https://scholar.google.com/scholar?cites=2870116290828235995&as_sdt=2005&sciodt=0,5&hl=en",139,"2021-05-11 13:43:02","","","","",,,,,75,7.50,38,2,10,"… workshop was organized to discuss the wider use of optimization methods in the software engineering context [2]. Also in 2001, a special issue of the Information and Software Technology journal was devoted to the application of search methods in software engineering …"
73,"RA Maurício, L Veado, RT Moreira, E Figueiredo…","A systematic mapping study on game-related methods for software engineering education",2018,"… and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917303518","https://scholar.google.com/scholar?cites=1857286907707008172&as_sdt=2005&sciodt=0,5&hl=en",140,"2021-05-11 13:43:02","","","","",,,,,73,24.33,15,5,3,"Context The use of games in software engineering education is not new. However, recent technologies have provided new opportunities for using games and their elements to enhance learning and student engagement. Objective The goal of this paper is twofold. First …"
43,"LA Kung, CG Cegielski…","An integrated environmental perspective on software as a service adoption in manufacturing and retail firms",2015,"… of Information Technology","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1057/jit.2015.14","https://scholar.google.com/scholar?cites=8484002951434327477&as_sdt=2005&sciodt=0,5&hl=en",141,"2021-05-11 13:43:02","","","","",,,,,43,7.17,14,3,6,"In this study, we examine the influence of a firm's environmental factors on its intention to adopt software as a service (SaaS). We operationalized our assessment of a firm's environmental pressures as mimetic, coercive and normative pressures and examined the …"
54,"AO O'Hagan, G Coleman, RV O'Connor","Software development processes for games: A systematic literature review",2014,"… Conference on Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-43896-1_16","https://scholar.google.com/scholar?cites=2914835679946325136&as_sdt=2005&sciodt=0,5&hl=en",142,"2021-05-11 13:43:02","","","","",,,,,54,7.71,18,3,7,"… Information and Software Technology 52, 888–901 (2010) 6. Kitchenham, BA, Charters, S.: Guidelines for performing Systematic Literature Reviews in Software Engineering V 2.3 … Information and Software Technology 49, 445–454 (2007) 15 …"
56,"SR Shahamiri, WMNW Kadir, S Ibrahim…","An automated framework for software test oracle",2011,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584911000589","https://scholar.google.com/scholar?cites=11342387992751484551&as_sdt=2005&sciodt=0,5&hl=en",143,"2021-05-11 13:43:02","","","","",,,,,56,5.60,14,4,10,"Context One of the important issues of software testing is to provide an automated test oracle. Test oracles are reliable sources of how the software under test must operate. In particular, they are used to evaluate the actual results that produced by the software …"
41,"DK Yadav, SK Chaturvedi…","Early Software Defects Prediction Using Fuzzy Logic.",2012,"International Journal of …","search.ebscohost.com","http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09731318&asa=Y&AN=79343915&h=9APbFJQth3Jdbgp6Rq7iOUu%2FCuGR9cx3Z%2B%2BwKWqCS42EtCGBC2aKiXNEP4ua5uCqnO1jCl53ijGwBXr7fvjKAA%3D%3D&crl=c","https://scholar.google.com/scholar?cites=6100084231376456231&as_sdt=2005&sciodt=0,5&hl=en",144,"2021-05-11 13:43:02","","","","",,,,,41,4.56,14,3,9,"… Adaptive Software Reliability Prediction. Proceedings of the Raytheon Systems Company Software Technology Symposium 1999 Sep. 21-23 [5]. Cortellessa V., H. Singh, and B. Cukic. Early Reliability Assessment of UML based Software Models …"
93,"TE Fægri, T Dybå, T Dingsøyr","Introducing knowledge redundancy practice in software development: Experiences with job rotation in support work",2010,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584910001011","https://scholar.google.com/scholar?cites=17703198413191871317&as_sdt=2005&sciodt=0,5&hl=en",145,"2021-05-11 13:43:02","","","","",,,,,93,8.45,31,3,11,"Context Job rotation is a widely known approach to increase knowledge redundancy but empirical evidence regarding introduction and adoption in software development is scant. A lack of knowledge redundancy is a limiting factor for collaboration, flexibility, and …"
62,"AB Nassif, LF Capretz, D Ho","Software effort estimation in the early stages of the software life cycle using a cascade correlation neural network model",2012,"… Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6299342/","https://scholar.google.com/scholar?cites=9183004997468248032&as_sdt=2005&sciodt=0,5&hl=en",146,"2021-05-11 13:43:02","","","","",,,,,62,6.89,21,3,9,"… [5] RT Hughes, ""Expert judgement as an estimating method,"" Information and Software Technology, vol. 38, pp … [16] A. Heiat, ""Comparison of artificial neural network and regression models for estimating software development effort,"" Information and Software Technology, vol …"
47,"D Waltemath, JR Karr, FT Bergmann…","Toward community standards and software for whole-cell modeling",2016,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7489010/","https://scholar.google.com/scholar?cites=8533856949480780662&as_sdt=2005&sciodt=0,5&hl=en",147,"2021-05-11 13:43:02","","","","",,,,,47,9.40,12,4,5,"… F. Schreiber is with the Faculty of Information Technology, Monash University, and also with the Department of Computer and Information Science … Cell Modeling Summer School to teach WC modeling and evaluate the need for new WC modeling standards and software by recod …"
53,"LF Capretz, D Varona, A Raza","Influence of personality types in software tasks choices",2015,"Computers in Human behavior","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563215004318","https://scholar.google.com/scholar?cites=17421315901379107830&as_sdt=2005&sciodt=0,5&hl=en",148,"2021-05-11 13:43:02","","","","",,,,,53,8.83,18,3,6,"… Advanced. Elsevier. Computers in Human Behavior. Volume 52, November 2015, Pages 373-378. Computers in Human Behavior. Influence of personality types in software tasks choices … Highlights. • This work relates roles and personality traits in the software life cycle. • …"
131,"W Cai, Z Wang, JB Ernst, Z Hong, C Feng…","Decentralized applications: The blockchain-empowered software system",2018,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8466786/","https://scholar.google.com/scholar?cites=16589742970128240413&as_sdt=2005&sciodt=0,5&hl=en",149,"2021-05-11 13:43:02","","","","",,,,,131,43.67,22,6,3,"… Instead of discussing cryptocurrencies, this paper surveys the state- of-the-art of blockchain technology and introduces decen- tralized applications (dApps), which is a novel form of the blockchain-empowered software system …"
59,"CV Geambaşu, I Jianu, I Jianu, A Gavrilă","Influence factors for the choice of a software development methodology",2011,"Accounting and Management …","core.ac.uk","https://core.ac.uk/download/pdf/6261795.pdf","https://scholar.google.com/scholar?cites=4644675810183989467&as_sdt=2005&sciodt=0,5&hl=en",150,"2021-05-11 13:43:02","PDF","","","",,,,,59,5.90,15,4,10,"… VTT Publications 478:1-112. Alshayeb, M. & Li, W. (2006) “An empirical study of relationships among extreme programming engineering activities”, Information and Software Technology, no. 48: 1068-1072 Ambler, SW (2002 …"
52,"F Colares, J Souza, R Carmo, C Pádua…","A new approach to the software release planning",2009,"… on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5336083/","https://scholar.google.com/scholar?cites=6649782537999817830&as_sdt=2005&sciodt=0,5&hl=en",151,"2021-05-11 13:43:02","","","","",,,,,52,4.33,10,5,12,"… [2] J. Karlsson, C. Wohlin, and B. Regnell, “An evaluation of methods for prioritizing software requirements,” Information and Software Technology, vol. 39, no … [3] M. Harman and BF Jones, “Search-based software engineer- ing,” Information & Software Technology, vol. 43, no …"
11,"G Sato, N Uchida, Y Shibata","Resilient disaster network based on software defined cognitive wireless network technology",2016,"Effective Communication During …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.1201/9781315365640-15/resilient-disaster-network-based-software-defined-cognitive-wireless-network-technology-goshi-sato-noriki-uchida-yoshitaka-shibata","https://scholar.google.com/scholar?cites=15772157958734229706&as_sdt=2005&sciodt=0,5&hl=en",152,"2021-05-11 13:43:02","","","","",,,,,11,2.20,4,3,5,"As advent of recent wireless communication technology, many applications on various fields such as public wireless networks, disaster information networks, or intelligent traffic transportation systems are developed [1-3]. In particular, wireless communication system …"
10,"W Kruger","Strategic business-IT alignment of application software packages: Bridging the information technology gap",2012,"South African Computer Journal","journals.co.za","https://journals.co.za/doi/abs/10.10520/EJC128716","https://scholar.google.com/scholar?cites=10188904746076550896&as_sdt=2005&sciodt=0,5&hl=en",153,"2021-05-11 13:43:02","","","","",,,,,10,1.11,10,1,9,"An application software package implementation is a complex endeavour, and as such it requires the proper understanding, evaluation and redefining of the current business processes of an organisation to ensure that the implementation delivers on the objectives …"
64,"S Barney, K Petersen, M Svahnberg, A Aurum…","Software quality trade-offs: A systematic map",2012,"… and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584912000195","https://scholar.google.com/scholar?cites=3955940676643887442&as_sdt=2005&sciodt=0,5&hl=en",154,"2021-05-11 13:43:02","","","","",,,,,64,7.11,13,5,9,"Background Software quality is complex with over investment, under investment and the interplay between aspects often being overlooked as many researchers aim to advance individual aspects of software quality. Aim This paper aims to provide a consolidated …"
55,"JR Machado-Fernández","Software defined radio: Basic principles and applications",2015,"Revista Facultad de Ingeniería","scielo.org.co","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-11292015000100007","https://scholar.google.com/scholar?cites=6377825234931879992&as_sdt=2005&sciodt=0,5&hl=en",155,"2021-05-11 13:43:02","HTML","","","",,,,,55,9.17,55,1,6,"… Graduated, 2013. [ Links ]. [51] S. Gultchev, K. Moessner, and D. Thilakawardana, Evaluation of Software Defined Radio Technology, Centre for Communication System Research, University of Surrey, 2005. [ Links ]. [52] N. Haziza …"
94,"AA Khan, J Keung, M Niazi, S Hussain…","Systematic literature review and empirical investigation of barriers to process improvement in global software development: Client–vendor perspective",2017,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917302483","https://scholar.google.com/scholar?cites=649688742782815193&as_sdt=2005&sciodt=0,5&hl=en",156,"2021-05-11 13:43:02","","","","",,,,,94,23.50,19,5,4,"Context Increasingly, software development organizations are adopting global software development (GSD) strategies, mainly because of the significant return on investment they produce. However, there are many challenges associated with GSD, particularly with …"
55,"E Fernández-Medina, J Jurjens, J Trujillo…","Model-Driven Development for secure information systems",2009,"… Software Technology","dl.acm.org","https://dl.acm.org/doi/abs/10.1016/j.infsof.2008.05.010","https://scholar.google.com/scholar?cites=13495402591689700240&as_sdt=2005&sciodt=0,5&hl=en",157,"2021-05-11 13:43:02","","","","",,,,,55,4.58,14,4,12,"… Center for Secure Information Systems, George Mason University, Suit 417, Research I Building, 4400 University Drive, Fairfax, VA, USA. View Profile. Authors Info & Affiliations. Publication: Information and Software TechnologyMay 2009 https://doi.org/10.1016/j.infsof.2008.05.010. 11; …"
51,"JH Siddiqui, S Khurshid","ParSym: Parallel symbolic execution",2010,"… conference on software technology …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5608866/","https://scholar.google.com/scholar?cites=12852725481639354822&as_sdt=2005&sciodt=0,5&hl=en",158,"2021-05-11 13:43:02","","","","",,,,,51,4.64,26,2,11,"Scaling software analysis techniques based on source-code, such as symbolic execution and data flow analyses, remains a challenging problem for systematically checking software systems. The increasing availability of clusters of commodity machines provides novel …"
42,"C Wohlin","Writing for synthesis of evidence in empirical software engineering",2014,"… /IEEE International Symposium on Empirical Software …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2652524.2652559","https://scholar.google.com/scholar?cites=8450698508367773593&as_sdt=2005&sciodt=0,5&hl=en",159,"2021-05-11 13:43:02","","","","",,,,,42,6.00,42,1,7,"… The journal of Information and Software Technology uses the following five headings in their structured abstracts: context, objective, method, results and conclusion. These five subheadings have been used in the abstract of this paper too …"
89,"X Zhou, Y Jin, H Zhang, S Li…","A map of threats to validity of systematic literature reviews in software engineering",2016,"… Asia-Pacific Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7890583/","https://scholar.google.com/scholar?cites=13042944483300765131&as_sdt=2005&sciodt=0,5&hl=en",160,"2021-05-11 13:43:02","","","","",,,,,89,17.80,18,5,5,"… & Software Technology (IST) and Journal of Systems & Software (JSS) 2) Automated Search The automated search was conducted through four of the major publishers' digital library portals [8]: IEEE X- plore, ACM Digital Library, Science Direct, and Springer Link …"
126,"A Nguyen-Duc, DS Cruzes, R Conradi","The impact of global dispersion on coordination, team performance and software quality–A systematic literature review",2015,"… and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914001414","https://scholar.google.com/scholar?cites=5770743268839692362&as_sdt=2005&sciodt=0,5&hl=en",161,"2021-05-11 13:43:02","","","","",,,,,126,21.00,42,3,6,"Context Global software development (GSD) contains different context setting dimensions, which are essential for effective teamwork and success of projects. Although considerable research effort has been made in this area, as yet, no agreement has been reached about …"
81,"J Zhang, BC Seet, TT Lie…","Opportunities for software-defined networking in smart grid",2013,"2013 9th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6782793/","https://scholar.google.com/scholar?cites=6567719169499455517&as_sdt=2005&sciodt=0,5&hl=en",162,"2021-05-11 13:43:02","","","","",,,,,81,10.13,20,4,8,"… application systems. Meanwhile, the recent rapidly developing technology of Software Defined Networking (SDN) is perceived to have tremendous potential for utilization by the underlying infrastructure. By abstracting control …"
45,"TC Kuo","Mass customization and personalization software development: a case study eco-design product service system",2013,"Journal of Intelligent Manufacturing","Springer","https://link.springer.com/content/pdf/10.1007/s10845-012-0643-8.pdf","https://scholar.google.com/scholar?cites=2795691031944914039&as_sdt=2005&sciodt=0,5&hl=en",163,"2021-05-11 13:43:02","PDF","","","",,,,,45,5.63,45,1,8,"… the software. The mass customization technology was then used to aggregate the software modules. Thirdly, the software … the software. The MC technology was then used to aggregate the software modules. Thirdly, the software …"
59,"MA Akbar, J Sang, AA Khan, M Shafiq, S Hussain…","Improving the quality of software development process by introducing a new methodology–AZ-model",2017,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8241771/","https://scholar.google.com/scholar?cites=6472172808122476263&as_sdt=2005&sciodt=0,5&hl=en",164,"2021-05-11 13:43:02","","","","",,,,,59,14.75,10,6,4,"… of Education, Chongqing University, Chongqing 400044, China 2School of Software Engineering, Chongqing University, Chongqing 401331, China 3COMSATS Institute of Information Technology, Islamabad 54700, Pakistan 4Department of Software Engineering, College of …"
53,"S Dorairaj, J Noble, P Malik","Understanding team dynamics in distributed Agile software development",2012,"International conference on agile software …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-30350-0_4","https://scholar.google.com/scholar?cites=7873778710198226268&as_sdt=2005&sciodt=0,5&hl=en",165,"2021-05-11 13:43:02","","","","",,,,,53,5.89,18,3,9,"… development team. Information and Software Technology 48, 781–794 (2006); Special Issue Section: Distributed Software Development 10. Moe, NB … Scrum project. Information and Software Technology 52, 480–491 (2010) 11. Glaser, BG …"
52,"S Islam","Software development risk management model: a goal driven approach",2009,"Proceedings of the doctoral symposium for ESEC/FSE …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1595782.1595785","https://scholar.google.com/scholar?cites=12482145687030115730&as_sdt=2005&sciodt=0,5&hl=en",166,"2021-05-11 13:43:02","","","","",,,,,52,4.33,52,1,12,"… 1. PROBLEM STATEMENT Despite the advancements in technology, software development projects face similar problems repeatedly … Case study: factors for early prediction of software development success. Information and Software Technology, 44(1):53 {62}, 2002 …"
52,"L Sarigiannidis, PD Chatzoglou","Quality vs risk: An investigation of their relationship in software development projects",2014,"International Journal of Project …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263786313001592","https://scholar.google.com/scholar?cites=5886598201759121427&as_sdt=2005&sciodt=0,5&hl=en",167,"2021-05-11 13:43:02","","","","",,,,,52,7.43,26,2,7,"… Quality vs risk: An investigation of their relationship in software development projects … Abstract. Quality, risk and successful software development projects are three concepts which appear to be indisputably intertwined with one another …"
37,"F Fagerholm, N Oza, J Münch","A platform for teaching applied distributed software development: The ongoing journey of the Helsinki software factory",2013,"… of Globally Distributed Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6635237/","https://scholar.google.com/scholar?cites=3778618666999855360&as_sdt=2005&sciodt=0,5&hl=en",168,"2021-05-11 13:43:02","","","","",,,,,37,4.63,12,3,8,"… [12] H. Karhatsu, M. Ikonen, P. Kettunen, F. Fagerholm, and P. Abrahamsson, “Building blocks for self-organizing software development teams: A framework model and empirical pilot study,” in 2nd International Conference on Software Technology and Engineering (ICSTE), vol …"
30,"E Del Re","Software radio: technologies and services",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=pd4LBwAAQBAJ&oi=fnd&pg=PA3&dq=software+technology&ots=X2Osvy5YIQ&sig=ebjdrmCjxvmDysjsqTDBtVsoiLk","https://scholar.google.com/scholar?cites=585751728475760812&as_sdt=2005&sciodt=0,5&hl=en",169,"2021-05-11 13:43:02","BOOK","","","",,,,,30,3.33,30,1,9,"… cope with the multiplicity of communications alternatives. Software Radio technology will provide flexible mechanism for the configuration and management of mobile networks. The concept of Software Radio, dating back to …"
54,"D Liu, Q Wang, J Xiao","The role of software process simulation modeling in software risk management: A systematic review",2009,"… Symposium on Empirical Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5315982/","https://scholar.google.com/scholar?cites=897499794992384058&as_sdt=2005&sciodt=0,5&hl=en",170,"2021-05-11 13:43:02","","","","",,,,,54,4.50,18,3,12,"… the primary studies. Other important sources for primary studies are JSS, International Conference on Product Focused Software Process Improvement (PROFES), and Information and Software Technology (IST). It is noted that …"
75,"AA Khan, J Keung","Systematic review of success factors and barriers for software process improvement in global software development",2016,"IET software","IET","https://digital-library.theiet.org/content/journals/10.1049/iet-sen.2015.0038","https://scholar.google.com/scholar?cites=4486140787058370870&as_sdt=2005&sciodt=0,5&hl=en",171,"2021-05-11 13:43:02","","","","",,,,,75,15.00,38,2,5,"… appraisal GSD GSD, global software development, global software engineering, distributed software development, software outsourcing, offshore software development IET Softw., 2016, Vol. 10, Iss. 5, pp. 125–135 127 © The Institution of Engineering and Technology 2016 …"
4,"L LI, L GU, Q WANG","Practice of the"" Three Phases Skills Advanced"" Talent Cultivation Model of Software Technology Specialty of Higher Vocational Education [J]",2010,"Vocational and Technical Education","en.cnki.com.cn","https://en.cnki.com.cn/Article_en/CJFDTotal-ZYJW201032006.htm","https://scholar.google.com/scholar?cites=1180124989569191804&as_sdt=2005&sciodt=0,5&hl=en",172,"2021-05-11 13:43:02","","","","",,,,,4,0.36,1,3,11,"Guangdong Vocational and Technical College of Light Industry put forward and practiced the"" three phases skills advanced"" talent cultivation model in software technology specialty, which divided the three-year learning time of higher vocational schools students into three …"
72,"D Heaton, JC Carver","Claims about the use of software engineering practices in science: A systematic literature review",2015,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584915001342","https://scholar.google.com/scholar?cites=10290841188946604505&as_sdt=2005&sciodt=0,5&hl=en",173,"2021-05-11 13:43:02","","","","",,,,,72,12.00,36,2,6,"Context: Scientists have become increasingly reliant on software in order to perform research that is too time-intensive, expensive, or dangerous to perform physically. Because the results produced by the software drive important decisions, the software must be correct …"
62,"AM Wyglinski, DP Orofino, MN Ettus…","Revolutionizing software defined radio: case studies in hardware, software, and education",2016,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7378428/","https://scholar.google.com/scholar?cites=6250300549240886625&as_sdt=2005&sciodt=0,5&hl=en",174,"2021-05-11 13:43:02","","","","",,,,,62,12.40,16,4,5,"… Thus, this example highlights the capability of SDR technology with technical computing software. As shown in the following section, this function- ality can also be leveraged as a powerful educa- tional tool for teaching wireless communications …"
46,"R Sriram, SK Mathew","Global software development using agile methodologies: A review of literature",2012,"… of Innovation & Technology (ICMIT)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6225837/","https://scholar.google.com/scholar?cites=11103260357259462374&as_sdt=2005&sciodt=0,5&hl=en",175,"2021-05-11 13:43:02","","","","",,,,,46,5.11,23,2,9,"This paper presents review of literature on global software development “GSD” and the use of agile methodologies in GSD. Three major themes were identified from extant literature on GSD: performance of global software development, governance related issues and software …"
16,"N Ensmenger","Software as history embodied",2009,"IEEE Annals of the History of Computing","muse.jhu.edu","https://muse.jhu.edu/article/263929/summary","https://scholar.google.com/scholar?cites=3179148252881686281&as_sdt=2005&sciodt=0,5&hl=en",176,"2021-05-11 13:43:02","","","","",,,,,16,1.33,16,1,12,"… To borrow a concept from John Law and Donald MacKenzie, software is a heterogeneous technology … Maintenance is central to the histories of software, computing, and technology. We need to know more about it, and we need to take it more seriously …"
