Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
30,"A Ramirez, JR Romero…","A systematic review of interaction in search-based software engineering",2018,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8283568/","https://scholar.google.com/scholar?cites=7181557104732349243&as_sdt=2005&sciodt=2007&hl=en",54,"2021-04-19 20:05:26","","","","",,,,,30,10.00,10,3,3,"Search-Based Software Engineering (SBSE) has been successfully applied to automate a wide range of software development activities. Nevertheless, in those software engineering problems where human evaluation and preference are crucial, such insights have proved …"
13,"B Cartaxo, G Pinto, S Soares","Towards a model to transfer knowledge from software engineering research to practice",2018,"Information and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584918300028","https://scholar.google.com/scholar?cites=16102025367082429533&as_sdt=2005&sciodt=2007&hl=en",55,"2021-04-19 20:05:26","","","","",,,,,13,4.33,4,3,3,"Context: Many researchers argue that Software Engineering (SE) research lacks connection with practice. Objective: We propose a model aimed at supporting researchers to transfer knowledge to SE practice. Method: This model is built upon the foundation of Rapid Reviews …"
9,"X Chen, C Chen, D Zhang…","Sethesaurus: Wordnet in software engineering",2019,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8827962/","https://scholar.google.com/scholar?cites=17951526562780165815&as_sdt=2005&sciodt=2007&hl=en",56,"2021-04-19 20:05:26","","","","",,,,,9,4.50,2,4,2,"Informal discussions on social platforms (eg, Stack Overflow, CodeProject) have accumulated a large body of programming knowledge in the form of natural language text. Natural language process (NLP) techniques can be utilized to harvest this knowledge base …"
21,"R Feldt, T Zimmermann, GR Bergersen…","Four commentaries on the use of students and professionals in empirical software engineering experiments",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9655-0","https://scholar.google.com/scholar?cites=3263910080428625520&as_sdt=2005&sciodt=2007&hl=en",57,"2021-04-19 20:05:26","HTML","","","",,,,,21,7.00,5,4,3,"During my PhD studies in the late 1990's, I conducted experiments on software inspections. The overall goal was to estimate the remaining defect content after an inspection. We launched a quasi-experiment with students and professionals to get data for the estimation …"
110,"A Agrawal, W Fu, T Menzies","What is wrong with topic modeling? And how to fix it using search-based software engineering",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300861","https://scholar.google.com/scholar?cites=3874567981649946814&as_sdt=2005&sciodt=2007&hl=en",58,"2021-04-19 20:05:26","","","","",,,,,110,36.67,37,3,3,"Context Topic modeling finds human-readable structures in unstructured textual data. A widely used topic modeling technique is Latent Dirichlet allocation. When running on different datasets, LDA suffers from “order effects”, ie, different topics are generated if the …"
5,"S Al-Fedaghi","Modeling events and events of events in software engineering",2020,"arXiv preprint arXiv:2001.11962","arxiv.org","https://arxiv.org/abs/2001.11962","https://scholar.google.com/scholar?cites=1471944638917151149&as_sdt=2005&sciodt=2007&hl=en",59,"2021-04-19 20:05:26","","","","",,,,,5,5.00,5,1,1,"A model is a simplified representation of portion of reality that hides a system s nonessential characteristics. It provides a means for reducing complexity as well as visualization and communication and a basis for building it. Most models involve graphic languages during …"
28,"E Klotins, M Unterkalmsteiner…","A progression model of software engineering goals, challenges, and practices in start-ups",2019,"… Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8643804/","https://scholar.google.com/scholar?cites=9981322177734304579&as_sdt=2005&sciodt=2007&hl=en",60,"2021-04-19 20:05:26","","","","",,,,,28,14.00,9,3,2,"Context: Software start-ups are emerging as suppliers of innovation and software-intensive products. However, traditional software engineering practices are not evaluated in the context, nor adopted to goals and challenges of start-ups. As a result, there is insufficient …"
12,"E Mendes, C Wohlin, K Felizardo…","When to update systematic literature reviews in software engineering",2020,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121220300856","https://scholar.google.com/scholar?cites=14871430036722041709&as_sdt=2005&sciodt=2007&hl=en",61,"2021-04-19 20:05:26","","","","",,,,,12,12.00,3,4,1,"Abstract [Context] Systematic Literature Reviews (SLRs) have been adopted by the Software Engineering (SE) community for approximately 15 years to provide meaningful summaries of evidence on several topics. Many of these SLRs are now potentially outdated, and there are …"
13,"B Cartaxo, G Pinto, S Soares","Towards a model to transfer knowledge from software engineering research to practice",2018,"Information and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584918300028","https://scholar.google.com/scholar?cites=16102025367082429533&as_sdt=2005&sciodt=2007&hl=en",62,"2021-04-19 20:05:26","","","","",,,,,13,4.33,4,3,3,"Context: Many researchers argue that Software Engineering (SE) research lacks connection with practice. Objective: We propose a model aimed at supporting researchers to transfer knowledge to SE practice. Method: This model is built upon the foundation of Rapid Reviews …"
9,"X Chen, C Chen, D Zhang…","Sethesaurus: Wordnet in software engineering",2019,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8827962/","https://scholar.google.com/scholar?cites=17951526562780165815&as_sdt=2005&sciodt=2007&hl=en",63,"2021-04-19 20:05:26","","","","",,,,,9,4.50,2,4,2,"Informal discussions on social platforms (eg, Stack Overflow, CodeProject) have accumulated a large body of programming knowledge in the form of natural language text. Natural language process (NLP) techniques can be utilized to harvest this knowledge base …"
110,"A Agrawal, W Fu, T Menzies","What is wrong with topic modeling? And how to fix it using search-based software engineering",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300861","https://scholar.google.com/scholar?cites=3874567981649946814&as_sdt=2005&sciodt=2007&hl=en",64,"2021-04-19 20:05:26","","","","",,,,,110,36.67,37,3,3,"Context Topic modeling finds human-readable structures in unstructured textual data. A widely used topic modeling technique is Latent Dirichlet allocation. When running on different datasets, LDA suffers from “order effects”, ie, different topics are generated if the …"
21,"R Feldt, T Zimmermann, GR Bergersen…","Four commentaries on the use of students and professionals in empirical software engineering experiments",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-018-9655-0","https://scholar.google.com/scholar?cites=3263910080428625520&as_sdt=2005&sciodt=2007&hl=en",65,"2021-04-19 20:05:26","HTML","","","",,,,,21,7.00,5,4,3,"During my PhD studies in the late 1990's, I conducted experiments on software inspections. The overall goal was to estimate the remaining defect content after an inspection. We launched a quasi-experiment with students and professionals to get data for the estimation …"
5,"S Al-Fedaghi","Modeling events and events of events in software engineering",2020,"arXiv preprint arXiv:2001.11962","arxiv.org","https://arxiv.org/abs/2001.11962","https://scholar.google.com/scholar?cites=1471944638917151149&as_sdt=2005&sciodt=2007&hl=en",66,"2021-04-19 20:05:26","","","","",,,,,5,5.00,5,1,1,"A model is a simplified representation of portion of reality that hides a system s nonessential characteristics. It provides a means for reducing complexity as well as visualization and communication and a basis for building it. Most models involve graphic languages during …"
28,"E Klotins, M Unterkalmsteiner…","A progression model of software engineering goals, challenges, and practices in start-ups",2019,"… Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8643804/","https://scholar.google.com/scholar?cites=9981322177734304579&as_sdt=2005&sciodt=2007&hl=en",67,"2021-04-19 20:05:26","","","","",,,,,28,14.00,9,3,2,"Context: Software start-ups are emerging as suppliers of innovation and software-intensive products. However, traditional software engineering practices are not evaluated in the context, nor adopted to goals and challenges of start-ups. As a result, there is insufficient …"
15,"M Sánchez-Gordón, R Colomo-Palacios","Taking the emotional pulse of software engineering—A systematic literature review of empirical studies",2019,"Information and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584919301661","https://scholar.google.com/scholar?cites=16573381393043962526&as_sdt=2005&sciodt=2007&hl=en",68,"2021-04-19 20:05:26","","","","",,,,,15,7.50,8,2,2,"Context Over the past 50 years of Software Engineering, numerous studies have acknowledged the importance of human factors. However, software developers' emotions are still an area under investigation and debate that is gaining relevance in the software …"
20,"M Shepperd, N Ajienka, S Counsell","The role and value of replication in empirical software engineering results",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917304305","https://scholar.google.com/scholar?cites=18094137266049313273&as_sdt=2005&sciodt=2007&hl=en",69,"2021-04-19 20:05:26","","","","",,,,,20,6.67,7,3,3,"Context Concerns have been raised from many quarters regarding the reliability of empirical research findings and this includes software engineering. Replication has been proposed as an important means of increasing confidence. Objective We aim to better understand the …"
36,"DM Berry","Evaluation of tools for hairy requirements and software engineering tasks",2017,"… IEEE 25th International Requirements Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8054866/","https://scholar.google.com/scholar?cites=8141492420367410177&as_sdt=2005&sciodt=2007&hl=en",70,"2021-04-19 20:05:26","","","","",,,,,36,9.00,36,1,4,"Context and Motivation A hairy requirements or software engineering task involving natural language (NL) documents is one that is not inherently difficult for NL-understanding humans on a small scale but becomes unmanageable in the large scale. A hairy task demands tool …"
11,"RA Buchmann, M Cinpoeru, A Harkai…","Model-Aware Software Engineering",2018,"… Software Engineering","scitepress.org","https://www.scitepress.org/papers/2018/66941/66941.pdf","https://scholar.google.com/scholar?cites=13449238509751881178&as_sdt=2005&sciodt=2007&hl=en",71,"2021-04-19 20:05:26","PDF","","","",,,,,11,3.67,3,4,3,"Standard modelling languages enabled the Model-Driven Software Engineering paradigm, allowing the development of model compilers for code generation. This, however, induces a subordination of implementation to the modelling language: the modelling benefits are …"
27,"S Semerikov, A Striuk, L Striuk, M Striuk, H Shalatska","Sustainability in Software Engineering Education: a case of general professional competencies",2020,"","ds.knu.edu.ua","http://ds.knu.edu.ua/jspui/handle/123456789/2285","https://scholar.google.com/scholar?cites=8683284042989128699&as_sdt=2005&sciodt=2007&hl=en",72,"2021-04-19 20:05:26","","","","",,,,,27,27.00,5,5,1,"The article considers the application of the sustainable development concept to software engineering specialists training. A system of general professional competencies is designed to build sustainable professional competence of software engineering specialist: 1) ability for …"
18,"F Gurcan, C Kose","Analysis of software engineering industry needs and trends: Implications for education",2017,"International Journal of Engineering Education","researchgate.net","https://www.researchgate.net/profile/Fatih_Gurcan/publication/318582283_Analysis_of_software_engineering_industry_needs_and_trends_Implications_for_education/links/5c52fbc0a6fdccd6b5d74b7d/Analysis-of-software-engineering-industry-needs-and-trends-Implications-for-education.pdf","https://scholar.google.com/scholar?cites=9274074904045957721&as_sdt=2005&sciodt=2007&hl=en",73,"2021-04-19 20:05:26","PDF","","","",,,,,18,4.50,9,2,4,"In modern day software development environments, analysis and understanding of the emerging industry needs is of strategic importance for a more effective software engineering (SE) education that is innovative and responsive to changing industry needs. Considering …"
35,"X Zhou, X Peng, T Xie, J Sun, C Xu…","Poster: Benchmarking microservice systems for software engineering research",2018,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8449560/","https://scholar.google.com/scholar?cites=9442943006492489386&as_sdt=2005&sciodt=2007&hl=en",74,"2021-04-19 20:05:26","","","","",,,,,35,11.67,6,6,3,"Despite the prevalence and importance of microservices in industry, there exists limited research on microservices, partly due to lacking a benchmark system that reflects the characteristics of industrial microservice systems. To fill this gap, we conduct a review of …"
26,"NH Adnan, AD Ritzhaupt","Software engineering design principles applied to instructional design: What can we learn from our sister discipline?",2018,"TechTrends","Springer","https://link.springer.com/article/10.1007/s11528-017-0238-5","https://scholar.google.com/scholar?cites=14287646002352698518&as_sdt=2005&sciodt=2007&hl=en",75,"2021-04-19 20:05:26","","","","",,,,,26,8.67,13,2,3,"The failure of many instructional design initiatives is often attributed to poor instructional design. Current instructional design models do not provide much insight into design processes for creating e-learning instructional solutions. Given the similarities between the …"
16,"V Garousi, G Giray, E Tüzün, C Catal…","Aligning software engineering education with industrial needs: a meta-analysis",2019,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121219301347","https://scholar.google.com/scholar?cites=16689224409945456342&as_sdt=2005&sciodt=2007&hl=en",76,"2021-04-19 20:05:26","","","","",,,,,16,8.00,3,5,2,"Context According to various reports, many software engineering (SE) graduates often face difficulties when beginning their careers, which is mainly due to misalignment of the skills learned in university education with what is needed in the software industry. Objective Our …"
33,"S Gerasimou, R Calinescu, G Tamburrelli","Synthesis of probabilistic models for quality-of-service software engineering",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10515-018-0235-8","https://scholar.google.com/scholar?cites=2276036135933120987&as_sdt=2005&sciodt=2007&hl=en",77,"2021-04-19 20:05:26","HTML","","","",,,,,33,11.00,11,3,3,"An increasingly used method for the engineering of software systems with strict quality-of-service (QoS) requirements involves the synthesis and verification of probabilistic models for many alternative architectures and instantiations of system parameters. Using manual trial …"
36,"A Haghighatkhah, A Banijamali, OP Pakanen…","Automotive software engineering: A systematic mapping study",2017,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121217300560","https://scholar.google.com/scholar?cites=1333064628705138919&as_sdt=2005&sciodt=2007&hl=en",78,"2021-04-19 20:05:26","","","","",,,,,36,9.00,9,4,4,"The automotive industry is going through a fundamental change by moving from a mechanical to a software-intensive industry in which most innovation and competition rely on software engineering competence. Over the last few decades, the importance of software …"
15,"Y Dajsuren, M van den Brand","Automotive Systems and Software Engineering",2019,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-030-12157-0.pdf","https://scholar.google.com/scholar?cites=17121068043653287815&as_sdt=2005&sciodt=2007&hl=en",79,"2021-04-19 20:05:26","BOOK","","","",,,,,15,7.50,8,2,2,"Software is “conquering” the world. There is hardly any piece of equipment that does not have software in it. This is certainly true for the automotive domain. The amount of software has grown from a few lines of code in the 1970s to millions of lines of code in modern cars …"
10,"J de Fine Licht, T Hoefler","hlslib: Software engineering for hardware design",2019,"arXiv preprint arXiv:1910.04436","spcl.inf.ethz.ch","http://spcl.inf.ethz.ch/Publications/.pdf/hlslib.pdf","https://scholar.google.com/scholar?cites=12862110284987957666&as_sdt=2005&sciodt=2007&hl=en",80,"2021-04-19 20:05:26","PDF","","","",,,,,10,5.00,5,2,2,"High-level synthesis (HLS) tools have brought FPGA development into the mainstream, by allowing programmers to design architectures using familiar languages such as C, C++, and OpenCL. While the move to these languages has brought significant benefits, many aspects …"
36,"B Cartaxo, G Pinto, S Soares","The role of rapid reviews in supporting decision-making in software engineering practice",2018,"… and Assessment in Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3210459.3210462","https://scholar.google.com/scholar?cites=12688921960307286429&as_sdt=2005&sciodt=2007&hl=en",81,"2021-04-19 20:05:26","","","","",,,,,36,12.00,12,3,3,"ABSTRACT Context: Recent work on Evidence Based Software Engineering (EBSE) suggests that systematic reviews lack connection with Software Engineering (SE) practice. In Evidence Based Medicine there is a growing initiative to address this kind of problem, in …"
25,"K Buffardi, C Robb, D Rahn","Tech startups: realistic software engineering projects with interdisciplinary collaboration",2017,"Journal of Computing Sciences in …","researchgate.net","https://www.researchgate.net/profile/Kevin_Buffardi/publication/316075237_TECH_STARTUPS_REALISTIC_SOFTWARE_ENGINEERING_PROJECTS_WITH_INTERDISCIPLINARY_COLLABORATION/links/58ef00ca458515c4aa52dc28/TECH-STARTUPS-REALISTIC-SOFTWARE-ENGINEERING-PROJECTS-WITH-INTERDISCIPLINARY-COLLABORATION.pdf","https://scholar.google.com/scholar?cites=8708168389468980911&as_sdt=2005&sciodt=2007&hl=en",82,"2021-04-19 20:05:26","PDF","","","",,,,,25,6.25,8,3,4,"Team projects in software engineering courses can contextualize practical software development experience and help students transition into related careers. However, the traditional academic environment is not particularly conducive to realistic software …"
41,"CY Laporte, M Munoz, JM Miranda…","Applying software engineering standards in very small entities: from startups to grownups",2017,"… software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8239934/","https://scholar.google.com/scholar?cites=15990739487647526699&as_sdt=2005&sciodt=2007&hl=en",83,"2021-04-19 20:05:26","","","","",,,,,41,10.25,10,4,4,"Very small entities (VSEs) are organizations with up to 25 people. The ISO/IEC 29110 series of standards and guides target VSEs with little or no experience or expertise in selecting the appropriate processes from lifecycle standards and tailoring them to a project's needs. This …"
189,"V Garousi, M Felderer, MV Mäntylä","Guidelines for including grey literature and conducting multivocal literature reviews in software engineering",2019,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584918301939","https://scholar.google.com/scholar?cites=14274678186042515684&as_sdt=2005&sciodt=2007&hl=en",84,"2021-04-19 20:05:26","","","","",,,,,189,94.50,63,3,2,"Abstract Context A Multivocal Literature Review (MLR) is a form of a Systematic Literature Review (SLR) which includes the grey literature (eg, blog posts, videos and white papers) in addition to the published (formal) literature (eg, journal and conference papers). MLRs are …"
32,"M Palacin-Silva, J Khakurel…","Infusing design thinking into a software engineering capstone course",2017,"… Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8166705/","https://scholar.google.com/scholar?cites=16636266091208168347&as_sdt=2005&sciodt=2007&hl=en",85,"2021-04-19 20:05:26","","","","",,,,,32,8.00,11,3,4,"Software engineering (SE) educators are challenged to balance the scope and depth in their courses to train students in skills which will fulfill the ever-evolving industry needs. Capstone courses are a tool for educators to transfer hands-on experience into practical knowledge …"
8,"EM Lavrischeva","The Scientific basis of software engineering",2018,"International Journal of Applied and Natural …","academia.edu","https://www.academia.edu/download/57325206/3._IJANS-THE_SCIENTIFIC_BASIS_OF_SOFTWARE_ENGINEERING_-_Copy.pdf","https://scholar.google.com/scholar?cites=3274951558289025562&as_sdt=2005&sciodt=2007&hl=en",86,"2021-04-19 20:05:26","PDF","","","",,,,,8,2.67,8,1,3,"Define the scientifical concepts and fundamental basis of Software Engineering (SE). The scientifically concepts are modules, objects, programs, systems and processes of design program systems. The fundamental basic of the SE are: assembly method of modules; …"
12,"M Kuutila, M Mäntylä, U Farooq, M Claes","Time pressure in software engineering: A systematic review",2020,"Information and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584920300045","https://scholar.google.com/scholar?cites=7142200196142302159&as_sdt=2005&sciodt=2007&hl=en",87,"2021-04-19 20:05:26","","","","",,,,,12,12.00,3,4,1,"Context Large project overruns and overtime work have been reported in the software industry, resulting in additional expense for companies and personal issues for developers. Experiments and case studies have investigated the relationship between time pressure and …"
19,"A AlSubaihin, F Sarro, S Black, L Capra…","App store effects on software engineering practices",2019,"… Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8606261/","https://scholar.google.com/scholar?cites=5154753086191279443&as_sdt=2005&sciodt=2007&hl=en",88,"2021-04-19 20:05:26","","","","",,,,,19,9.50,4,5,2,"In this paper, we study the app store as a phenomenon from the developers perspective to investigate the extent to which app stores affect software engineering tasks. Through developer interviews and questionnaires, we uncover findings that highlight and quantify the …"
31,"R Mohanani, I Salman, B Turhan…","Cognitive biases in software engineering: a systematic mapping study",2018,"… Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8506423/","https://scholar.google.com/scholar?cites=15296946934251526692&as_sdt=2005&sciodt=2007&hl=en",89,"2021-04-19 20:05:26","","","","",,,,,31,10.33,8,4,3,"One source of software project challenges and failures is the systematic errors introduced by human cognitive biases. Although extensively explored in cognitive psychology, investigations concerning cognitive biases have only recently gained popularity in software …"
19,"D Delgado, A Velasco, J Aponte…","Evolving a project-based software engineering course: A case study",2017,"… on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8166686/","https://scholar.google.com/scholar?cites=12220125562737421431&as_sdt=2005&sciodt=2007&hl=en",90,"2021-04-19 20:05:26","","","","",,,,,19,4.75,5,4,4,"This paper presents the evolution of a project-based course in Software Engineering for undergraduate students at the Universidad Nacional de Colombia. We describe and explain the changes we have done over six semesters. In addition, we investigate the effects of the …"
50,"I Fronza, NE Ioini, L Corral","Teaching computational thinking using agile software engineering methods: A framework for middle schools",2017,"ACM Transactions on Computing Education …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3055258","https://scholar.google.com/scholar?cites=858514501035124871&as_sdt=2005&sciodt=2007&hl=en",91,"2021-04-19 20:05:26","","","","",,,,,50,12.50,17,3,4,"Computational Thinking (CT) has been recognized as one of the fundamental skills that all graduates should acquire. For this reason, motivational concerns need to be addressed at an early age of a child, and reaching students who do not consider themselves candidates …"
32,"F Hermans, E Aivaloglou","Teaching software engineering principles to k-12 students: a mooc on scratch",2017,"… Engineering: Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7964325/","https://scholar.google.com/scholar?cites=2657409866817118336&as_sdt=2005&sciodt=2007&hl=en",92,"2021-04-19 20:05:26","","","","",,,,,32,8.00,16,2,4,"In the last few years, many books, online puzzles, apps and games have been created to teach young children programming. However, most of these do not introduce children to broader concepts from software engineering, such as debugging and code quality issues …"
18,"JF DeFranco, PA Laplante","A content analysis process for qualitative software engineering research",2017,"… in Systems and Software Engineering","Springer","https://link.springer.com/article/10.1007/s11334-017-0287-0","https://scholar.google.com/scholar?cites=379703049178653309&as_sdt=2005&sciodt=2007&hl=en",93,"2021-04-19 20:05:26","","","","",,,,,18,4.50,9,2,4,"A review of the qualitative research methods discussed in papers that study software engineering teams showed most of those papers did not follow a systematic process during the qualitative analysis. This finding is concerning as this deficiency in research analysis …"
62,"M Usman, R Britto, J Börstler, E Mendes","Taxonomies in software engineering: A systematic mapping study and a revised taxonomy development method",2017,"Information and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300472","https://scholar.google.com/scholar?cites=6408523524029074239&as_sdt=2005&sciodt=2007&hl=en",94,"2021-04-19 20:05:26","HTML","","","",,,,,62,15.50,16,4,4,"Abstract Context: Software Engineering (SE) is an evolving discipline with new subareas being continuously developed and added. To structure and better understand the SE body of knowledge, taxonomies have been proposed in all SE knowledge areas. Objective: The …"
21,"V Basili, L Briand, D Bianculli, S Nejati…","Software engineering research and industry: a symbiotic relationship to Foster impact",2018,"… Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8409904/","https://scholar.google.com/scholar?cites=5761406160681252593&as_sdt=2005&sciodt=2007&hl=en",95,"2021-04-19 20:05:26","","","","",,,,,21,7.00,4,5,3,"Software engineering is not only an increasingly challenging endeavor that goes beyond the intellectual capabilities of any single individual engineer but also an intensely human one. Tools and methods to develop software are employed by engineers of varied backgrounds …"
13,"JS Molléri, K Petersen, E Mendes","Cerse-catalog for empirical research in software engineering: A systematic mapping study",2019,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917301118","https://scholar.google.com/scholar?cites=12611094297240992715&as_sdt=2005&sciodt=2007&hl=en",96,"2021-04-19 20:05:26","","","","",,,,,13,6.50,4,3,2,"Context Empirical research in software engineering contributes towards developing scientific knowledge in this field, which in turn is relevant to inform decision-making in industry. A number of empirical studies have been carried out to date in software …"
28,"ML Fioravanti, B Sena, LN Paschoal, LR Silva…","Integrating project based learning and project management for software engineering teaching: An experience report",2018,"Proceedings of the 49th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3159450.3159599","https://scholar.google.com/scholar?cites=7448355311338999610&as_sdt=2005&sciodt=2007&hl=en",97,"2021-04-19 20:05:26","","","","",,,,,28,9.33,6,5,3,"Software Engineering (SE) is an important topic to be taught in Computer Science courses. However, teaching of theoretical concepts with no link to their practical applications or no examples in the student's context may discourage learning, justifying why teaching and …"
23,"D Bozhinoski, D Di Ruscio, I Malavolta…","Safety for mobile robotic systems: A systematic mapping study from a software engineering perspective",2019,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121219300317","https://scholar.google.com/scholar?cites=17275593728246131528&as_sdt=2005&sciodt=2007&hl=en",98,"2021-04-19 20:05:26","","","","",,,,,23,11.50,6,4,2,"Robotic research is making huge progress. However, existing solutions are facing a number of challenges preventing them from being used in our everyday tasks:(i) robots operate in unknown environments,(ii) robots collaborate with each other and even with humans, and …"
12,"N Novielli, A Serebrenik","Sentiment and emotion in software engineering",2019,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8802324/","https://scholar.google.com/scholar?cites=8758355255005156766&as_sdt=2005&sciodt=2007&hl=en",99,"2021-04-19 20:05:26","","","","",,,,,12,6.00,6,2,2,"We are glad to present the"" Sentiment and Emotion in Software Engineering"" special issue of IEEE Software. In recent years, this topic has gained attention from both the research community and industry. Indeed, academic researchers have organized a number of highly …"
20,"A Martin, C Anslow, D Johnson","Teaching agile methods to software engineering professionals: 10 years, 1000 release plans",2017,"… Conference on Agile Software …","library.oapen.org","https://library.oapen.org/bitstream/handle/20.500.12657/27861/1002143.pdf?sequence=1#page=162","https://scholar.google.com/scholar?cites=18313570522367422594&as_sdt=2005&sciodt=2007&hl=en",100,"2021-04-19 20:05:26","PDF","","","",,,,,20,5.00,7,3,4,"Agile methods are an essential resource for software engineers. The Agile movement evolved out of industry and is the common approach to software development today. Teaching Agile methods challenges students' working attitudes, where putting Agile into …"
24,"G Matturro, F Raschetti, C Fontán","A Systematic Mapping Study on Soft Skills in Software Engineering.",2019,"J. UCS","jucs.org","http://www.jucs.org/jucs_25_1/a_systematic_mapping_study/jucs_25_01_0016_0041_matturo.pdf","https://scholar.google.com/scholar?cites=12446462847826216220&as_sdt=2005&sciodt=2007&hl=en",101,"2021-04-19 20:05:26","","","","",,,,,24,12.00,8,3,2,"To participate in software development projects, team members may need to perform different roles and be skilled in diverse methodologies, tools and techniques. However, other skills, usually known as “soft skills” are also necessary. We report the results of a …"
13,"JS Molléri, K Petersen, E Mendes","Cerse-catalog for empirical research in software engineering: A systematic mapping study",2019,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917301118","https://scholar.google.com/scholar?cites=12611094297240992715&as_sdt=2005&sciodt=2007&hl=en",102,"2021-04-19 20:05:26","","","","",,,,,13,6.50,4,3,2,"Context Empirical research in software engineering contributes towards developing scientific knowledge in this field, which in turn is relevant to inform decision-making in industry. A number of empirical studies have been carried out to date in software …"
23,"D Bozhinoski, D Di Ruscio, I Malavolta…","Safety for mobile robotic systems: A systematic mapping study from a software engineering perspective",2019,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121219300317","https://scholar.google.com/scholar?cites=17275593728246131528&as_sdt=2005&sciodt=2007&hl=en",103,"2021-04-19 20:05:26","","","","",,,,,23,11.50,6,4,2,"Robotic research is making huge progress. However, existing solutions are facing a number of challenges preventing them from being used in our everyday tasks:(i) robots operate in unknown environments,(ii) robots collaborate with each other and even with humans, and …"
28,"ML Fioravanti, B Sena, LN Paschoal, LR Silva…","Integrating project based learning and project management for software engineering teaching: An experience report",2018,"Proceedings of the 49th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3159450.3159599","https://scholar.google.com/scholar?cites=7448355311338999610&as_sdt=2005&sciodt=2007&hl=en",104,"2021-04-19 20:05:26","","","","",,,,,28,9.33,6,5,3,"Software Engineering (SE) is an important topic to be taught in Computer Science courses. However, teaching of theoretical concepts with no link to their practical applications or no examples in the student's context may discourage learning, justifying why teaching and …"
64,"K Aggarwal, F Timbers, T Rutgers…","Detecting duplicate bug reports with software engineering domain knowledge",2017,"Journal of Software …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1821","https://scholar.google.com/scholar?cites=2059744879584341042&as_sdt=2005&sciodt=2007&hl=en",105,"2021-04-19 20:05:26","","","","",,,,,64,16.00,16,4,4,"Bug deduplication, ie, recognizing bug reports that refer to the same problem, is a challenging task in the software‐engineering life cycle. Researchers have proposed several methods primarily relying on information‐retrieval techniques. Our work motivated by the …"
