Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
42,"C Ebert, M Kuhrmann…","Global software engineering: Evolution and trends",2016,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7577432/","https://scholar.google.com/scholar?cites=4403088189285361865&as_sdt=2005&sciodt=0,5&hl=en",134,"2021-05-11 13:03:30","","","","",,,,,42,8.40,14,3,5,"Professional software products and IT systems and services today are developed mostly by globally distributed teams, projects, and companies. Successfully orchestrating Global Software Engineering (GSE) has become the major success factor both for organizations …"
28,"K Gary, T Lindquist, S Bansal…","A project spine for software engineering curricular design",2013,"… on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6595265/","https://scholar.google.com/scholar?cites=1510325593300221858&as_sdt=2005&sciodt=0,5&hl=en",135,"2021-05-11 13:03:30","","","","",,,,,28,3.50,7,4,8,"Software engineering education is a technologically challenging, rapidly evolving discipline. Like all STEM educators, software engineering educators are bombarded with a constant stream of new tools and techniques (MOOCs! Active learning! Inverted classrooms!) while …"
48,"A Scharf, A Koch","Scrum in a software engineering course: An in-depth praxis report",2013,"… Conference on Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6595247/","https://scholar.google.com/scholar?cites=9889223144549248879&as_sdt=2005&sciodt=0,5&hl=en",136,"2021-05-11 13:03:30","","","","",,,,,48,6.00,24,2,8,"Working in a team for a limited period of time and to deliver a high quality product are some of the skills students should gain during their studies at the university. Therefore universities should offer software engineering courses teaching agile methodologies broadly used in the …"
82,"J Andersson, L Baresi, N Bencomo…","Software engineering processes for self-adaptive systems",2013,"Software Engineering for …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-35813-5_3","https://scholar.google.com/scholar?cites=3394711109653376252&as_sdt=2005&sciodt=0,5&hl=en",137,"2021-05-11 13:03:30","","","","",,,,,82,10.25,21,4,8,"In this paper, we discuss how for self-adaptive systems some activities that traditionally occur at development-time are moved to run-time. Responsibilities for these activities shift from software engineers to the system itself, causing the traditional boundary between …"
57,"M Kosa, M Yilmaz, R O'Connor, P Clarke","Software engineering education and games: a systematic literature review",2016,"Journal of Universal Computer …","jucs.org","http://jucs.org/jucs_22_12/software_engineering_education_and/jucs_22_12_1558_1574_kosa.pdf","https://scholar.google.com/scholar?cites=13671059661069416277&as_sdt=2005&sciodt=0,5&hl=en",138,"2021-05-11 13:03:30","","","","",,,,,57,11.40,14,4,5,"The trend in using games in elementary level education also spreads through higher education levels and specific domains such as engineering. Recently, researchers have shown an increased interest in the usage of games in software engineering. In this paper …"
77,"JA Macías","Enhancing project-based learning in software engineering lab teaching through an e-portfolio approach",2012,"IEEE Transactions on Education","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6182725/","https://scholar.google.com/scholar?cites=1517376664887465305&as_sdt=2005&sciodt=0,5&hl=en",139,"2021-05-11 13:03:30","","","","",,,,,77,8.56,77,1,9,"Project-based learning is one of the main successful student-centered pedagogies broadly used in computing science courses. However, this approach can be insufficient when dealing with practical subjects that implicitly require many deliverables and a great deal of …"
94,"W Afzal, R Torkar","On the application of genetic programming for software engineering predictive modeling: A systematic review",2011,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417411004490","https://scholar.google.com/scholar?cites=1430727403074497212&as_sdt=2005&sciodt=0,5&hl=en",140,"2021-05-11 13:03:30","","","","",,,,,94,9.40,47,2,10,"The objective of this paper is to investigate the evidence for symbolic regression using genetic programming (GP) being an effective method for prediction and estimation in software engineering, when compared with regression/machine learning models and other …"
121,"V Garousi, K Petersen, B Ozkan","Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916301203","https://scholar.google.com/scholar?cites=945618864000095906&as_sdt=2005&sciodt=0,5&hl=en",141,"2021-05-11 13:03:30","","","","",,,,,121,24.20,40,3,5,"Context: The global software industry and the software engineering (SE) academia are two large communities. However, unfortunately, the level of joint industry-academia collaborations in SE is still relatively very low, compared to the amount of activity in each of …"
73,"RA Maurício, L Veado, RT Moreira, E Figueiredo…","A systematic mapping study on game-related methods for software engineering education",2018,"Information and software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917303518","https://scholar.google.com/scholar?cites=1857286907707008172&as_sdt=2005&sciodt=0,5&hl=en",142,"2021-05-11 13:03:30","","","","",,,,,73,24.33,15,5,3,"Context The use of games in software engineering education is not new. However, recent technologies have provided new opportunities for using games and their elements to enhance learning and student engagement. Objective The goal of this paper is twofold. First …"
110,"MA Babar, H Zhang","Systematic literature reviews in software engineering: Preliminary results from interviews with researchers",2009,"… on Empirical Software Engineering and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5314235/","https://scholar.google.com/scholar?cites=15358837913355878275&as_sdt=2005&sciodt=0,5&hl=en",143,"2021-05-11 13:03:30","","","","",,,,,110,9.17,55,2,12,"Systematic Literature Reviews (SLRs) have been gaining significant attention from software engineering researchers since 2004. Several researchers have reported their experiences of and lessons learned from applying systematic reviews to different subject matters in …"
81,"M Harman","The relationship between search based software engineering and predictive modeling",2010,"… on Predictive Models in Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1868328.1868330","https://scholar.google.com/scholar?cites=17118533574128337744&as_sdt=2005&sciodt=0,5&hl=en",144,"2021-05-11 13:03:30","","","","",,,,,81,7.36,81,1,11,"ABSTRACT Search Based Software Engineering (SBSE) is an approach to software engineering in which search based optimization algorithms are used to identify optimal or near optimal solutions and to yield insight. SBSE techniques can cater for multiple, possibly …"
1523,"A Van Lamsweerde","Requirements engineering: From system goals to UML models to software",2009,"","philadelphia.edu.jo","https://www.philadelphia.edu.jo/it/se/syllabus/721230.pdf","https://scholar.google.com/scholar?cites=6512310675764345487&as_sdt=2005&sciodt=0,5&hl=en",145,"2021-05-11 13:03:30","BOOK","","","",,,,,1523,126.92,1523,1,12,"1. Understand the basic concepts related to requirements engineering (A2) 2. Recognise the importance of the requirement phase in the software development process (A1) 3. Recognise some requirements-related problems that can arise on a software project (A4) 4 …"
61,"A Kasoju, K Petersen, MV Mäntylä","Analyzing an automotive testing process with evidence-based software engineering",2013,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584913000165","https://scholar.google.com/scholar?cites=5637657478724308093&as_sdt=2005&sciodt=0,5&hl=en",146,"2021-05-11 13:03:30","","","","",,,,,61,7.63,20,3,8,"Context Evidence-based software engineering (EBSE) provides a process for solving practical problems based on a rigorous research approach. The primary focus so far was on mapping and aggregating evidence through systematic reviews. Objectives We extend …"
79,"AS Sayyad, H Ammar","Pareto-optimal search-based software engineering (POSBSE): A literature survey",2013,"… Synergies in Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6615200/","https://scholar.google.com/scholar?cites=5970843566359690361&as_sdt=2005&sciodt=0,5&hl=en",147,"2021-05-11 13:03:30","","","","",,,,,79,9.88,40,2,8,"The Search-Based Software Engineering (SBSE) community is increasingly recognizing the inherit “multiobjectiveness” in Software Engineering problems. The old ways of aggregating all objectives into one may very well be behind us. We perform a well-deserved literature …"
66,"D Èmite, C Wohlin","A whisper of evidence in global software engineering",2011,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5929523/","https://scholar.google.com/scholar?cites=10778669414052082922&as_sdt=2005&sciodt=0,5&hl=en",148,"2021-05-11 13:03:30","","","","",,,,,66,6.60,33,2,10,"A systematic review of global software engineering (GSE) literature from 2000 to 2007 shows the field to be immature. Studies report many challenges but little evidence regarding specific GSE practices directly related to project success or failure. There is evidence that …"
78,"M Kuhrmann, DM Fernández, M Daneva","On the pragmatic design of literature studies in software engineering: an experience-based guideline",2017,"Empirical software engineering","Springer","https://link.springer.com/article/10.1007/s10664-016-9492-y","https://scholar.google.com/scholar?cites=8442590237942243557&as_sdt=2005&sciodt=0,5&hl=en",149,"2021-05-11 13:03:30","","","","",,,,,78,19.50,26,3,4,"Systematic literature studies have received much attention in empirical software engineering in recent years. They have become a powerful tool to collect and structure reported knowledge in a systematic and reproducible way. We distinguish systematic literature …"
53,"N Novielli, D Girardi, F Lanubile","A benchmark study on sentiment analysis for software engineering research",2018,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8595220/","https://scholar.google.com/scholar?cites=6343552543866994556&as_sdt=2005&sciodt=0,5&hl=en",150,"2021-05-11 13:03:30","","","","",,,,,53,17.67,18,3,3,"A recent research trend has emerged to identify developers' emotions, by applying sentiment analysis to the content of communication traces left in collaborative development environments. Trying to overcome the limitations posed by using off-the-shelf sentiment …"
59,"NH Madhavji, A Miranskyy…","Big picture of big data software engineering: with example research challenges",2015,"… Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7165992/","https://scholar.google.com/scholar?cites=5475457579778719043&as_sdt=2005&sciodt=0,5&hl=en",151,"2021-05-11 13:03:30","","","","",,,,,59,9.83,20,3,6,"In the rapidly growing field of Big Data, we note that a disproportionately larger amount of effort is being invested in infrastructure development and data analytics in comparison to applications software development--approximately a 80: 20 ratio. This prompted us to create …"
80,"M Dick, S Naumann","Enhancing Software Engineering Processes towards Sustainable Software Product Design.",2010,"EnviroInfo","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1070.7525&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=17816578841200459052&as_sdt=2005&sciodt=0,5&hl=en",152,"2021-05-11 13:03:30","PDF","","","",,,,,80,7.27,40,2,11,"The power consumption of ICT is still increasing. To date, it is not clear if the energy savings through ICT overbalance the energy consumption by ICT, or not. Where manifold efforts of Green IT address the environmental aspects of sustainability considering computer …"
53,"AAA Adenowo, BA Adenowo","Software Engineering Methodologies: A Review of the Waterfall Model and Object-Oriented Approach",2013,"… Journal of Scientific & Engineering …","researchgate.net","https://www.researchgate.net/profile/Adetokunbo_Adenowo/publication/344194737_Software_Engineering_Methodologies_A_Review_of_the_Waterfall_Model_and_Object-_Oriented_Approach/links/5f5a803292851c07895d2ce8/Software-Engineering-Methodologies-A-Review-of-the-Waterfall-Model-and-Object-Oriented-Approach.pdf","https://scholar.google.com/scholar?cites=9700703330416502103&as_sdt=2005&sciodt=0,5&hl=en",153,"2021-05-11 13:03:30","PDF","","","",,,,,53,6.63,27,2,8,"This paper discusses two main software engineering methodologies to system development, the waterfall model and the objectoriented approach. A review of literature reveals that waterfall model uses linear approach and is only suitable for sequential or procedural …"
56,"EM Choi","Applying inverted classroom to software engineering education",2013,"International Journal of e-Education, e …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/0697/f5a724b85443c0e64ae50a3a56d2bd0513da.pdf","https://scholar.google.com/scholar?cites=15996249637937241570&as_sdt=2005&sciodt=0,5&hl=en",154,"2021-05-11 13:03:30","PDF","","","",,,,,56,7.00,56,1,8,"A successful engineering education must possess a wide engineering disciplines and real-world skills. Software engineers have ability to apply several methods in practice. Engineering educators face a complementary and more challenging problem, how to …"
46,"M Marchesi, L Marchesi, R Tonelli","An agile software engineering method to design blockchain applications",2018,"… European Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3290621.3290627","https://scholar.google.com/scholar?cites=435137041082858935&as_sdt=2005&sciodt=0,5&hl=en",155,"2021-05-11 13:03:30","","","","",,,,,46,15.33,15,3,3,"Cryptocurrencies and their foundation technology, the Blockchain, are reshaping finance and economics, allowing a decentralized approach enabling trusted applications with no trusted counterpart. More recently, the Blockchain and the programs running on it, called …"
82,"N Amsel, Z Ibrahim, A Malik…","Toward sustainable software engineering: NIER track",2011,"… on software engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6032566/","https://scholar.google.com/scholar?cites=13285296010653914563&as_sdt=2005&sciodt=0,5&hl=en",156,"2021-05-11 13:03:30","","","","",,,,,82,8.20,21,4,10,"Current software engineering practices have significant effects on the environment. Examples include e-waste from computers made obsolete due to software upgrades, and changes in the power demands of new versions of software. Sustainable software …"
49,"PSM Dos Santos, GH Travassos","Action research can swing the balance in experimental software engineering",2011,"Advances in computers","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780123855107000059","https://scholar.google.com/scholar?cites=11238524381165944031&as_sdt=2005&sciodt=0,5&hl=en",157,"2021-05-11 13:03:30","","","","",,,,,49,4.90,25,2,10,"In general, professionals still ignore scientific evidence in place of expert opinions in most of their decision making. For this reason, it is still common to see the adoption of new software technologies in the field without any scientific basis or well-grounded criteria, but on the …"
50,"B Kitchenham, DIK Sjøberg, OP Brereton…","Can we evaluate the quality of software engineering experiments?",2010,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1852786.1852789","https://scholar.google.com/scholar?cites=17003883150687816427&as_sdt=2005&sciodt=0,5&hl=en",158,"2021-05-11 13:03:30","","","","",,,,,50,4.55,13,4,11,"Context: The authors wanted to assess whether the quality of published human-centric software engineering experiments was improving. This required a reliable means of assessing the quality of such experiments. Aims: The aims of the study were to confirm the …"
46,"V Garousi","A bibliometric analysis of the Turkish software engineering research community",2015,"Scientometrics","Springer","https://link.springer.com/article/10.1007/s11192-015-1663-x","https://scholar.google.com/scholar?cites=6296790118723114214&as_sdt=2005&sciodt=0,5&hl=en",159,"2021-05-11 13:03:30","","","","",,,,,46,7.67,46,1,6,"This paper presents a bibliometric analysis of the Turkish software engineering (SE) community (researchers and institutions). The bibliometric analysis has been conducted based on the number of papers published in the software-engineering-related venues and …"
113,"L Singer, F Figueira Filho, MA Storey","Software engineering at the speed of light: how developers stay current using twitter",2014,"… on Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2568225.2568305","https://scholar.google.com/scholar?cites=15055883026758542186&as_sdt=2005&sciodt=0,5&hl=en",160,"2021-05-11 13:03:30","","","","",,,,,113,16.14,38,3,7,"The microblogging service Twitter has over 500 million users posting over 500 million tweets daily. Research has established that software developers use Twitter in their work, but this has not yet been examined in detail. Twitter is an important medium in some software …"
111,"JA Goguen, G Malcolm","Software Engineering with OBJ: algebraic specification in action",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=HBbrBwAAQBAJ&oi=fnd&pg=PR13&dq=software+engineering&ots=oVs_DOBbwE&sig=mcRKs2AdnLyksGQ3osgbjZwv9H4","https://scholar.google.com/scholar?cites=10518263322935190463&as_sdt=2005&sciodt=0,5&hl=en",161,"2021-05-11 13:03:30","BOOK","","","",,,,,111,13.88,56,2,8,"Software Engineering with OBJ: Algebraic Specification in Action is a comprehensive introduction to OBJ, the most widely used algebraic specification system. As a formal specification language, OBJ makes specifications and designs more precise and easier to …"
116,"Y Dittrich, S Vaucouleur, S Giff","ERP customization as software engineering: Knowledge sharing and cooperation",2009,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5287008/","https://scholar.google.com/scholar?cites=13596576933719920752&as_sdt=2005&sciodt=0,5&hl=en",162,"2021-05-11 13:03:30","","","","",,,,,116,9.67,39,3,12,"Enterprise resource planning (ERP) vendors provide multiple configuration possibilities ranging from module selection to master data provision to steer access rights for different users. These configuration possibilities cover anticipated variability. If the customer requires …"
70,"A Kaur, KS Mann","Component selection for component based software engineering",2010,"International Journal of Computer Applications","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.441.1607&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=13432684873988016297&as_sdt=2005&sciodt=0,5&hl=en",163,"2021-05-11 13:03:30","PDF","","","",,,,,70,6.36,35,2,11,"Component selection is not an easy task in Component Based Software Engineering. and it is very difficult to select component for CBSE. Component Based Software Engineering (CBSE) is a concerned with the assembly of pre-existing software components that leads to …"
57,"B Morin, N Harrand, F Fleurey","Model-based software engineering to tame the IoT jungle",2017,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7819419/","https://scholar.google.com/scholar?cites=10777678349383608046&as_sdt=2005&sciodt=0,5&hl=en",164,"2021-05-11 13:03:30","","","","",,,,,57,14.25,19,3,4,"The Internet of Things (IoT) is a challenging combination of distribution and heterogeneity. A number of software engineering solutions address those challenges in isolation, but few solutions tackle them in combination, which poses a set of concrete challenges. The …"
72,"MO Ahmad, D Dennehy, K Conboy, M Oivo","Kanban in software engineering: A systematic mapping study",2018,"… of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121217302820","https://scholar.google.com/scholar?cites=12777995279738378208&as_sdt=2005&sciodt=0,5&hl=en",165,"2021-05-11 13:03:30","","","","",,,,,72,24.00,18,4,3,"Following a well-established track record of success in other domains such as manufacturing, Kanban is increasingly used to achieve continuous development and delivery of value in the software industry. However, while research on Kanban in software is …"
47,"G Bavota, A De Lucia, F Fasano…","Teaching software engineering and software project management: An integrated and practical approach",2012,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6227027/","https://scholar.google.com/scholar?cites=16139679996569457555&as_sdt=2005&sciodt=0,5&hl=en",166,"2021-05-11 13:03:30","","","","",,,,,47,5.22,12,4,9,"We present a practical approach for teaching two different courses of Software Engineering (SE) and Software Project Management (SPM) in an integrated way. The two courses are taught in the same semester, thus allowing to build mixed project teams composed of five …"
51,"D Brugali, E Prassler","Software engineering for robotics [From the Guest Editors]",2009,"IEEE Robotics & Automation Magazine","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4799437/","https://scholar.google.com/scholar?cites=12360854170346612122&as_sdt=2005&sciodt=0,5&hl=en",167,"2021-05-11 13:03:30","","","","",,,,,51,4.25,26,2,12,"This special issue on software engineering (SE) for robotics captures a snapshot of current research issues and state-of-the-practice in robotic software development, a topic that has recently received increasing attention from the robotics community, thanks to some popular …"
32,"T Mikkonen, C Lassenius, T Männistö, M Oivo…","Continuous and collaborative technology transfer: Software engineering research with real-time industry impact",2018,"… and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917304007","https://scholar.google.com/scholar?cites=5603144073576859040&as_sdt=2005&sciodt=0,5&hl=en",168,"2021-05-11 13:03:30","","","","",,,,,32,10.67,6,5,3,"Context: Traditional technology transfer models rely on the assumption that innovations are created in academia, after which they are transferred to industry using a sequential flow of activities. This model is outdated in contemporary software engineering research that is …"
50,"R Savi, CG von Wangenheim…","A model for the evaluation of educational games for teaching software engineering",2011,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6065163/","https://scholar.google.com/scholar?cites=18269949128873427534&as_sdt=2005&sciodt=0,5&hl=en",169,"2021-05-11 13:03:30","","","","",,,,,50,5.00,17,3,10,"Teaching software engineering through educational games is expected to have several benefits. Various games have already been developed in this context, yet there is still a lack of assessment models to measure the real benefits and quality of these educational …"
37,"A Quyoum, MUD Dar, SMK Quadri","Improving Software Reliability using Software Engineering Approach- A Review",2010,"International Journal of Computer …","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.206.5451&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=18308166780242779528&as_sdt=2005&sciodt=0,5&hl=en",170,"2021-05-11 13:03:30","PDF","","","",,,,,37,3.36,12,3,11,"Software Reliability is an important facet of software quality. Software reliability is the probability of the failure free operation of a computer program for a specified period of time in a specified environment. Software Reliability is dynamic and stochastic. It differs from the …"
111,"A Agrawal, W Fu, T Menzies","What is wrong with topic modeling? And how to fix it using search-based software engineering",2018,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584917300861","https://scholar.google.com/scholar?cites=3874567981649946814&as_sdt=2005&sciodt=0,5&hl=en",171,"2021-05-11 13:03:30","","","","",,,,,111,37.00,37,3,3,"Context Topic modeling finds human-readable structures in unstructured textual data. A widely used topic modeling technique is Latent Dirichlet allocation. When running on different datasets, LDA suffers from “order effects”, ie, different topics are generated if the …"
40,"T Bures, D Weyns, B Schmer, E Tovar…","Software engineering for smart cyber-physical systems: Challenges and promising solutions",2017,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3089649.3089656","https://scholar.google.com/scholar?cites=245120868919157292&as_sdt=2005&sciodt=0,5&hl=en",172,"2021-05-11 13:03:30","","","","",,,,,40,10.00,8,5,4,"Smart Cyber--Physical Systems (sCPS) are modern CPS systems that are engineered to seamlessly integrate a large number of computation and physical components; they need to control entities in their environment in a smart and collective way to achieve a high degree of …"
75,"FG de Freitas, JT de Souza","Ten years of search based software engineering: A bibliometric analysis",2011,"… on Search Based Software Engineering","Springer","https://link.springer.com/chapter/10.1007/978-3-642-23716-4_5","https://scholar.google.com/scholar?cites=2870116290828235995&as_sdt=2005&sciodt=0,5&hl=en",173,"2021-05-11 13:03:30","","","","",,,,,75,7.50,38,2,10,"Despite preceding related publications, works dealing with the resolution of software engineering problems by search techniques has especially risen since 2001. By its first decade, the Search Based Software Engineering (SBSE) approach has been successfully …"
48,"E Klotins, M Unterkalmsteiner, T Gorschek","Software engineering knowledge areas in startup companies: a mapping study",2015,"… Conference of Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-19593-3_22","https://scholar.google.com/scholar?cites=17734406287758408843&as_sdt=2005&sciodt=0,5&hl=en",174,"2021-05-11 13:03:30","","","","",,,,,48,8.00,16,3,6,"Background–Startup companies are becoming important suppliers of innovative and software intensive products. The failure rate among startups is high due to lack of resources, immaturity, multiple influences and dynamic technologies. However, software product …"
40,"V Mahnič","Scrum in software engineering courses: an outline of the literature",2015,"Global Journal of Engineering Education","wiete.com.au","http://www.wiete.com.au/journals/GJEE/Publish/vol17no2/04-Mahnic-V.pdf","https://scholar.google.com/scholar?cites=7055267029190356846&as_sdt=2005&sciodt=0,5&hl=en",175,"2021-05-11 13:03:30","PDF","","","",,,,,40,6.67,40,1,6,"This article provides an outline of the literature dealing with teaching Scrum in software engineering courses. The search of studies in the Scopus database revealed 23 papers that were identified as primary studies relevant to this research. These studies are classified by …"
110,"I Van Horebeek, J Lewi","Algebraic specifications in software engineering: an introduction",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=mLerCAAAQBAJ&oi=fnd&pg=PA1&dq=software+engineering&ots=YJIhykVjZs&sig=2K95CMJK7ujzsA7XqgeHu1B32So","https://scholar.google.com/scholar?cites=3728993642358882846&as_sdt=2005&sciodt=0,5&hl=en",176,"2021-05-11 13:03:30","BOOK","","","",,,,,110,12.22,55,2,9,""" I prefer to view formal methods as tools. the use of which might be helpful."" EW Dijkstra Algebraic specifications are about to be accepted by industry. Many projects in which algebraic specifications have been used as a design tool have been carried out. What …"
48,"M Gasparic, A Janes","What recommendation systems for software engineering recommend: A systematic literature review",2016,"Journal of Systems and Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S0164121215002605","https://scholar.google.com/scholar?cites=8900170160795925364&as_sdt=2005&sciodt=0,5&hl=en",177,"2021-05-11 13:03:30","","","","",,,,,48,9.60,24,2,5,"A recommendation system for software engineering (RSSE) is a software application that provides information items estimated to be valuable for a software engineering task in a given context. Present the results of a systematic literature review to reveal the typical …"
40,"MF Bosu, SG MacDonell","A taxonomy of data quality challenges in empirical software engineering",2013,"… Australian Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6601297/","https://scholar.google.com/scholar?cites=9582009138656509560&as_sdt=2005&sciodt=0,5&hl=en",178,"2021-05-11 13:03:30","","","","",,,,,40,5.00,20,2,8,"Reliable empirical models such as those used in software effort estimation or defect prediction are inherently dependent on the data from which they are built. As demands for process and product improvement continue to grow, the quality of the data used in …"
118,"A Soylu, P De Causmaecker, P Desmet","Context and adaptivity in pervasive computing environments: Links with software engineering and ontological engineering",2009,"Journal of Software","lirias.kuleuven.be","https://lirias.kuleuven.be/retrieve/114150","https://scholar.google.com/scholar?cites=1411557367760415711&as_sdt=2005&sciodt=0,5&hl=en",179,"2021-05-11 13:03:30","PDF","","","",,,,,118,9.83,39,3,12,"In this article we present a review of selected literature of context-aware pervasive computing while integrating theory and practice from various disciplines in order to construct a theoretical grounding and a technical follow-up path for our future research. This paper is …"
89,"X Zhou, Y Jin, H Zhang, S Li…","A map of threats to validity of systematic literature reviews in software engineering",2016,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7890583/","https://scholar.google.com/scholar?cites=13042944483300765131&as_sdt=2005&sciodt=0,5&hl=en",180,"2021-05-11 13:03:30","","","","",,,,,89,17.80,18,5,5,"Context: The assessment of Threats to Validity (TTVs) is critical to secure the quality of empirical studies in Software Engineering (SE). In the recent decade, Systematic Literature Review (SLR) was becoming an increasingly important empirical research method in SE …"
73,"E Kern, M Dick, S Naumann, A Guldner…","Green software and green software engineering–definitions, measurements, and quality aspects",2013,"… on Information and …","academia.edu","https://www.academia.edu/download/30972602/eth-6558-01.pdf#page=93","https://scholar.google.com/scholar?cites=6899716723559720959&as_sdt=2005&sciodt=0,5&hl=en",181,"2021-05-11 13:03:30","PDF","","","",,,,,73,9.13,15,5,8,"The two big fields of sustainability and Information and Communication Technology (ICT) are Green IT (how can we make ICT itself more sustainable) and Green by IT (how can we encourage sustainability by ICT). Taking a deeper look, software links these two areas …"
63,"RV O'Connor, P Elger, PM Clarke","Continuous software engineering—A microservices architecture perspective",2017,"Journal of Software …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.1866","https://scholar.google.com/scholar?cites=15061906614904256264&as_sdt=2005&sciodt=0,5&hl=en",182,"2021-05-11 13:03:30","","","","",,,,,63,15.75,21,3,4,"From its earliest days, software development has been beset with challenges in relation to timely delivery, appropriateness of features, and quality of deliverables. Many advances in software development processes have helped to address these concerns. For example …"
59,"JT de Souza, CL Maia, FG de Freitas…","The human competitiveness of search based software engineering",2010,"… Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5635158/","https://scholar.google.com/scholar?cites=12366459541329916171&as_sdt=2005&sciodt=0,5&hl=en",183,"2021-05-11 13:03:30","","","","",,,,,59,5.36,15,4,11,"This paper reports a comprehensive experimental study regarding the human competitiveness of search based software engineering (SBSE). The experiments were performed over four well-known SBSE problem formulations: next release problem, multi …"
55,"S Islam, H Mouratidis, J Jürjens","A framework to support alignment of secure software engineering with legal regulations",2011,"Software & Systems Modeling","Springer","https://link.springer.com/article/10.1007/s10270-010-0154-z","https://scholar.google.com/scholar?cites=2843268291455113519&as_sdt=2005&sciodt=0,5&hl=en",184,"2021-05-11 13:03:30","","","","",,,,,55,5.50,18,3,10,"Regulation compliance is getting more and more important for software systems that process and manage sensitive information. Therefore, identifying and analysing relevant legal regulations and aligning them with security requirements become necessary for the effective …"
51,"ACC França, FQB Da Silva, A de LC Felix…","Motivation in software engineering industrial practice: A cross-case analysis of two software organisations",2014,"… and Software …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584913001353","https://scholar.google.com/scholar?cites=17896967662204890403&as_sdt=2005&sciodt=0,5&hl=en",185,"2021-05-11 13:03:30","","","","",,,,,51,7.29,13,4,7,"Context The research about motivation in software engineering has provided important insights into characterizing factors and outcomes related to motivation. However, the complex relationships among these factors, including the moderating and mediating effects …"
59,"AT Misirli, AB Bener","Bayesian networks for evidence-based decision-making in software engineering",2014,"… Transactions on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6808495/","https://scholar.google.com/scholar?cites=18133710337613997155&as_sdt=2005&sciodt=0,5&hl=en",186,"2021-05-11 13:03:30","","","","",,,,,59,8.43,30,2,7,"Recommendation systems in software engineering (SE) should be designed to integrate evidence into practitioners experience. Bayesian networks (BNs) provide a natural statistical framework for evidence-based decision-making by incorporating an integrated summary of …"
